parent_molecule_chembl_id,pref_name,smiles,structure_image_url,pchembl_value,standard_type,standard_relation,standard_value,standard_units,role,best_target,targets_hit,n_targets_hit,assay_chembl_id,assay_type,confidence_score,assay_organism,molecule_chembl_id,target_chembl_id,TAG,standard_inchi_key
CHEMBL4643403,,CC1=C(C(=O)OC(C)C)C(c2cnsc2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4643403.png,6.56,Ki,=,278,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4643403,CHEMBL255,A2BR,IUFCKLBTUOXRKO-UHFFFAOYSA-N
CHEMBL4643705,,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cc[nH]c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4643705.png,6.35,Ki,=,449.3,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4643705,CHEMBL255,A2BR,BHDLVEFAIBKKDJ-UHFFFAOYSA-N
CHEMBL4643898,,Nc1nc(NCc2ccc(S(N)(=O)=O)cc2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4643898.png,7.55,IC50,=,28,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL4628744,F,9,Homo sapiens,CHEMBL4643898,CHEMBL255,A2BR,GGBHOXXNFSSUEW-UHFFFAOYSA-N
CHEMBL4643944,,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccon1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4643944.png,6.1,Ki,=,789,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4643944,CHEMBL255,A2BR,LDKIGTZKRQBWGZ-UHFFFAOYSA-N
CHEMBL4644043,,CC1=C(C(=O)OC(C)C)C(c2ccon2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4644043.png,6.14,Ki,=,721,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4644043,CHEMBL255,A2BR,IWPFMMLDGZKUHZ-UHFFFAOYSA-N
CHEMBL4644103,,CC1=C(C(=O)OC(C)C)C(c2cnoc2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4644103.png,7.53,Ki,=,29.6,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4644103,CHEMBL255,A2BR,NBTMDMHJDZLIBA-UHFFFAOYSA-N
CHEMBL4644153,,Nc1nc(N2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4644153.png,8.24,Ki,=,5.73,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL4628743,B,9,Homo sapiens,CHEMBL4644153,CHEMBL251,A2AR,UKAIQCQVGWACLI-UHFFFAOYSA-N
CHEMBL464437,,Cc1cn2c(nc3c2c(=O)n(CCN(C)C)c(=O)n3Cc2ccccc2)[nH]1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL464437.png,7.01,Ki,=,98,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL464437,CHEMBL256,A3R,ZWDJWTWWEXUUCR-UHFFFAOYSA-N
CHEMBL4644677,,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2[C@@H]1c1cocn1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4644677.png,8.44,Ki,=,3.66,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4644677,CHEMBL255,A2BR,SCLOQWUULAWDOK-OAHLLOKOSA-N
CHEMBL4645283,,Nc1nc(NCC2CCN(CC(=O)NCCc3ccc(S(N)(=O)=O)cc3)CC2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4645283.png,7.22,Ki,=,60,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL4628743,B,9,Homo sapiens,CHEMBL4645283,CHEMBL251,A2AR,HRFFVTWCZHFHFN-UHFFFAOYSA-N
CHEMBL4645687,,CC1=C(C(=O)OC(C)C)C(c2cn[nH]c2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4645687.png,8.08,Ki,=,8.3,nM,antagonist,A1R,A1R;A2BR,2,CHEMBL4619440,B,9,Homo sapiens,CHEMBL4645687,CHEMBL226,A1R,ACKPIJGOLFYSOB-UHFFFAOYSA-N
CHEMBL4645754,,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ncco1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4645754.png,8.7,Ki,=,2,nM,antagonist,A2AR,A2AR;A2BR,2,CHEMBL4619442,B,9,Homo sapiens,CHEMBL4645754,CHEMBL251,A2AR,NRGKDXZOEMTKKR-UHFFFAOYSA-N
CHEMBL4645823,,Nc1nc(-c2ccc(NC(=O)CCN3CCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4645823.png,8.37,Ki,=,4.31,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4629159,B,9,Homo sapiens,CHEMBL4645823,CHEMBL251,A2AR,RCYYVGFZXIAMRF-UHFFFAOYSA-N
CHEMBL4646158,,Nc1nc(NCC2CCN(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)CC2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4646158.png,8.7,Ki,=,2.02,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4628743,B,9,Homo sapiens,CHEMBL4646158,CHEMBL251,A2AR,UQWRJYJCAOENJM-UHFFFAOYSA-N
CHEMBL4646279,,CC1=C(C(=O)OC(C)C)C(c2cocn2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4646279.png,7.36,Ki,=,43.4,nM,antagonist,A2BR,A2BR,1,CHEMBL5321399,B,9,Homo sapiens,CHEMBL4646279,CHEMBL255,A2BR,WHIVUUFIGSWFFX-UHFFFAOYSA-N
CHEMBL4646402,,Nc1nc(-c2ccc(OCCO)cc2)cn2c(=O)n(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4646402.png,6.6,Ki,=,250,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4629159,B,9,Homo sapiens,CHEMBL4646402,CHEMBL251,A2AR,YLFFYCSPRODDOW-UHFFFAOYSA-N
CHEMBL4646403,,Nc1nc(N2CCC(CNC(=O)c3cccc(S(N)(=O)=O)c3)CC2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4646403.png,7.39,Ki,=,41,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4628743,B,9,Homo sapiens,CHEMBL4646403,CHEMBL251,A2AR,SPELWQPJKAETGH-UHFFFAOYSA-N
CHEMBL4647074,,Nc1nc(N2CCC(CNC(=O)c3ccc(S(N)(=O)=O)cc3)CC2)nc2sc(-c3ccco3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4647074.png,6.31,Ki,=,488,nM,antagonist,A2AR,A2AR,1,CHEMBL4628743,B,9,Homo sapiens,CHEMBL4647074,CHEMBL251,A2AR,APLWPFYUEIDGFU-UHFFFAOYSA-N
CHEMBL4647365,,CC1=C(C(=O)OC(C)C)C(c2nccs2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4647365.png,6.12,Ki,=,753,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4647365,CHEMBL255,A2BR,SMVLZERZQULSLE-UHFFFAOYSA-N
CHEMBL4647965,,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cn[nH]c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4647965.png,7.83,Ki,=,14.8,nM,antagonist,A1R,A1R;A2BR,2,CHEMBL4619440,B,9,Homo sapiens,CHEMBL4647965,CHEMBL226,A1R,HGVBOSLUGFBMKS-UHFFFAOYSA-N
CHEMBL4648171,,CN1CCN(CCOc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4648171.png,7.07,Ki,=,85.2,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4629159,B,9,Homo sapiens,CHEMBL4648171,CHEMBL251,A2AR,QFMDFBRPJRPXLV-UHFFFAOYSA-N
CHEMBL464859,NECA,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL464859.png,9.93,EC50,=,0.1175,nM,agonist,A3R,A1R;A2AR;A2BR;A3R,4,CHEMBL5136396,F,9,Homo sapiens,CHEMBL464859,CHEMBL256,A3R,JADDQZYHOWSFJD-FLNNQWSLSA-N
CHEMBL4648828,,Nc1nc(-c2ccc(NC(=O)CCN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4648828.png,8.44,Ki,=,3.6,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4629159,B,9,Homo sapiens,CHEMBL4648828,CHEMBL251,A2AR,OIBZQPIUCJMUGP-UHFFFAOYSA-N
CHEMBL4648862,,CC1=C(C(=O)OC(C)C)C(c2cc[nH]c2)n2c(nc3ccccc32)N1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4648862.png,6.29,Ki,=,517.1,nM,antagonist,A2BR,A2BR,1,CHEMBL4619444,B,9,Homo sapiens,CHEMBL4648862,CHEMBL255,A2BR,YETOPEKACCIBNV-UHFFFAOYSA-N
CHEMBL4648880,,Nc1nc(-c2ccc(OCCN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL4648880.png,6.76,Ki,=,174,nM,antagonist,A2AR,A1R;A2AR,2,CHEMBL4629159,B,9,Homo sapiens,CHEMBL4648880,CHEMBL251,A2AR,VEASOKIYSIAFLD-UHFFFAOYSA-N
CHEMBL464928,,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccccn4)nc32)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL464928.png,7.92,Ki,=,12,nM,antagonist,A2AR,A2AR,1,CHEMBL1018640,B,9,Homo sapiens,CHEMBL464928,CHEMBL251,A2AR,VEKSDEIRAJKHPH-UHFFFAOYSA-N
CHEMBL465089,,CCCn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2cccnc2)c1=O.Cl,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465089.png,7.24,Ki,=,57,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL465089,CHEMBL256,A3R,VKQVTDFFIZYXPN-UHFFFAOYSA-N
CHEMBL465090,,CCCn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccn2)c1=O.Cl,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465090.png,7.47,Ki,=,34,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL465090,CHEMBL256,A3R,IEFGJPQIXIAFPX-UHFFFAOYSA-N
CHEMBL465096,,O=C(Nc1nc2ccccc2c2cn(-c3ccc(C(F)(F)F)cc3)nc12)c1ccccc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465096.png,6.85,Ki,=,140,nM,antagonist,A3R,A3R,1,CHEMBL1011021,B,9,Homo sapiens,CHEMBL465096,CHEMBL256,A3R,YJZJUVWNAUQEGS-UHFFFAOYSA-N
CHEMBL465171,,O=C(c1ccccc1)c1sc(NCc2ccc(F)c(F)c2)nc1-c1ccco1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465171.png,7.19,Ki,=,64,nM,antagonist,A2AR,A2AR,1,CHEMBL1029809,B,9,Homo sapiens,CHEMBL465171,CHEMBL251,A2AR,PJBOAYIIKGMTMD-UHFFFAOYSA-N
CHEMBL465281,,Cc1cn2c(nc3c2c(=O)n(CCCO)c(=O)n3Cc2ccccc2)[nH]1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465281.png,6.96,Ki,=,110,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL465281,CHEMBL256,A3R,XTUSDSICDXFRIG-UHFFFAOYSA-N
CHEMBL465290,,CCOC(=O)Cn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccc2)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465290.png,7.7,Ki,=,20,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL465290,CHEMBL256,A3R,DRLUVSBLMFMBQU-UHFFFAOYSA-N
CHEMBL465338,,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccncc4)nc32)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465338.png,7.3,Ki,=,50,nM,antagonist,A2AR,A2AR,1,CHEMBL1018640,B,9,Homo sapiens,CHEMBL465338,CHEMBL251,A2AR,CPCBVGFLWLFBQV-UHFFFAOYSA-N
CHEMBL465538,,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCc4ccccn4)nc32)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465538.png,7.11,Ki,=,78,nM,antagonist,A2AR,A2AR,1,CHEMBL1018640,B,9,Homo sapiens,CHEMBL465538,CHEMBL251,A2AR,UPPCVKRCEALPST-UHFFFAOYSA-N
CHEMBL465945,,O=C(Nc1nc2ccccc2c2cn(-c3ccccc3)nc12)c1ccc(C(F)(F)F)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465945.png,6.38,Ki,=,415,nM,antagonist,A3R,A3R,1,CHEMBL1011021,B,9,Homo sapiens,CHEMBL465945,CHEMBL256,A3R,YNIHCBBKFBEWSW-UHFFFAOYSA-N
CHEMBL465946,,Cc1cccc(C(=O)Nc2nc3ccccc3c3cn(-c4ccccc4)nc23)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465946.png,8.2,Ki,=,6.3,nM,antagonist,A3R,A3R,1,CHEMBL1011021,B,9,Homo sapiens,CHEMBL465946,CHEMBL256,A3R,MKXZGGLSDMDQBU-UHFFFAOYSA-N
CHEMBL465949,,CC(=O)Cn1c(=O)c2c(nc3[nH]c(C)cn32)n(Cc2ccccc2)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL465949.png,6.74,Ki,=,182,nM,antagonist,A3R,A3R,1,CHEMBL1014571,B,9,Homo sapiens,CHEMBL465949,CHEMBL256,A3R,JRBPFIYRAOCGAG-UHFFFAOYSA-N
CHEMBL466021,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL466021.png,8.15,Ki,=,7.1,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL976198,B,9,Homo sapiens,CHEMBL466021,CHEMBL255,A2BR,DUUGGDGHFBNLHS-UHFFFAOYSA-N
CHEMBL466035,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccon4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL466035.png,8.77,Ki,=,1.7,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL466035,CHEMBL255,A2BR,LXNNIFUVBOKDQQ-UHFFFAOYSA-N
CHEMBL466453,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cc[nH]n4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL466453.png,8.23,Ki,=,5.9,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL466453,CHEMBL255,A2BR,CEGVPHFDDXVRAO-UHFFFAOYSA-N
CHEMBL466652,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL466652.png,6.35,Ki,=,447,nM,antagonist,A2AR,A2AR,1,CHEMBL976199,B,9,Homo sapiens,CHEMBL466652,CHEMBL251,A2AR,VDNHKEMALVLRBM-UHFFFAOYSA-N
CHEMBL466828,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL466828.png,7.37,Ki,=,42.7,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL466828,CHEMBL255,A2BR,JAKXALAHCLXZAI-UHFFFAOYSA-N
CHEMBL467035,,Nc1nc(-c2ccco2)c2nnn(CC3CCCCC3)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467035.png,8.07,Ki,=,8.5,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467035,CHEMBL251,A2AR,WFNUCTUSPKUZKF-UHFFFAOYSA-N
CHEMBL467244,,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(F)c3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467244.png,8.64,Ki,=,2.3,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467244,CHEMBL251,A2AR,HSZNXQGHVGSJAP-UHFFFAOYSA-N
CHEMBL467245,,Nc1nc(-c2ccco2)c2nnn(Cc3cc(F)ccc3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467245.png,8.66,Ki,=,2.2,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467245,CHEMBL251,A2AR,HIKPTKYPQANVTC-UHFFFAOYSA-N
CHEMBL467246,,Nc1nc(-c2ccco2)c2nnn(Cc3c(F)cccc3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467246.png,8.72,Ki,=,1.9,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467246,CHEMBL251,A2AR,KORPBNVHOKHHID-UHFFFAOYSA-N
CHEMBL467270,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cccs4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467270.png,6.22,Ki,=,602,nM,antagonist,A2BR,A2BR,1,CHEMBL976198,B,9,Homo sapiens,CHEMBL467270,CHEMBL255,A2BR,ZIVCMLMRRUTDPN-UHFFFAOYSA-N
CHEMBL467271,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cnccn4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467271.png,8.11,Ki,=,7.8,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL467271,CHEMBL255,A2BR,FBWGREMSYFZWFR-UHFFFAOYSA-N
CHEMBL467366,,N#Cc1c(-c2ccc(O)cc2)cc(-c2ccco2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467366.png,7.39,Ki,=,41,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1000455,B,9,Homo sapiens,CHEMBL467366,CHEMBL251,A2AR,JTWDMUSVRPDKBP-UHFFFAOYSA-N
CHEMBL467386,,Cc1cccc(-c2cc(-c3ccco3)nc(N)c2C#N)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467386.png,7.19,Ki,=,64,nM,antagonist,A1R,A1R;A2AR;A2BR,3,CHEMBL1000453,B,9,Homo sapiens,CHEMBL467386,CHEMBL226,A1R,DCSSTJJPBVIDFO-UHFFFAOYSA-N
CHEMBL467387,,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467387.png,7.85,Ki,=,14,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1000453,B,9,Homo sapiens,CHEMBL467387,CHEMBL226,A1R,YFQVSTNNJZZYLY-UHFFFAOYSA-N
CHEMBL467655,,Nc1nc(-c2cnn[nH]2)c2nnn(Cc3ccccc3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467655.png,6.4,Ki,=,400,nM,antagonist,A2AR,A2AR,1,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467655,CHEMBL251,A2AR,WCWZDKZUOSZJPV-UHFFFAOYSA-N
CHEMBL467867,,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL467867.png,7.51,Ki,=,31,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1021382,B,9,Homo sapiens,CHEMBL467867,CHEMBL251,A2AR,VVFOTYRTTIHHKA-UHFFFAOYSA-N
CHEMBL468229,,N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccco2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468229.png,6.57,Ki,=,270,nM,antagonist,A1R,A1R,1,CHEMBL1000453,B,9,Homo sapiens,CHEMBL468229,CHEMBL226,A1R,HGNQNONQFYGQNK-UHFFFAOYSA-N
CHEMBL468256,,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ccc4c3)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468256.png,8.96,Ki,=,1.1,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1021382,B,9,Homo sapiens,CHEMBL468256,CHEMBL251,A2AR,XLVPNYUXEMZIGX-UHFFFAOYSA-N
CHEMBL468295,,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cccs4)cc3)cc2n(C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468295.png,8,Ki,=,10,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL468295,CHEMBL255,A2BR,ZTRBFDUAYZURAP-UHFFFAOYSA-N
CHEMBL468296,,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccn4)cc3)cc2n(C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468296.png,7.09,Ki,=,81.3,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL468296,CHEMBL255,A2BR,HESPWNZEAPUVKI-UHFFFAOYSA-N
CHEMBL468306,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccsc4)cc3)cc2n(CCC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468306.png,6.3,Ki,=,501,nM,antagonist,A2BR,A2BR,1,CHEMBL976198,B,9,Homo sapiens,CHEMBL468306,CHEMBL255,A2BR,ZJTIXYQQMNXUGZ-UHFFFAOYSA-N
CHEMBL468370,,N#Cc1c(-c2ccccc2)cc(-c2ccco2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468370.png,7.96,Ki,=,11,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1000455,B,9,Homo sapiens,CHEMBL468370,CHEMBL251,A2AR,ABFMBAYHWWNULS-UHFFFAOYSA-N
CHEMBL468506,,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccco4)cc3)cc2n(C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468506.png,8.49,Ki,=,3.2,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL976198,B,9,Homo sapiens,CHEMBL468506,CHEMBL255,A2BR,DHQDIUVNRWLRII-UHFFFAOYSA-N
CHEMBL468555,,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccco2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468555.png,7.32,Ki,=,48,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1000453,B,9,Homo sapiens,CHEMBL468555,CHEMBL226,A1R,ZXUDFYXHMFXRAZ-UHFFFAOYSA-N
CHEMBL468556,,COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468556.png,7.47,Ki,=,34,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1000453,B,9,Homo sapiens,CHEMBL468556,CHEMBL226,A1R,QRKZDMYQKYYFOV-UHFFFAOYSA-N
CHEMBL468633,,CCn1c(Br)nc2c(N)ncnc21,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468633.png,7.28,Ki,=,52,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL3090423,B,9,Homo sapiens,CHEMBL468633,CHEMBL251,A2AR,GACDSQLJMZANKT-UHFFFAOYSA-N
CHEMBL468701,,Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468701.png,7.39,Ki,=,41,nM,antagonist,A2AR,A1R;A2AR;A2BR,3,CHEMBL1021382,B,9,Homo sapiens,CHEMBL468701,CHEMBL251,A2AR,YKXAXNRPKPCUCH-UHFFFAOYSA-N
CHEMBL468831,,COc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1OC,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468831.png,7.18,Ki,=,66,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1000453,B,9,Homo sapiens,CHEMBL468831,CHEMBL226,A1R,OKJMBTUNNYZOMY-UHFFFAOYSA-N
CHEMBL468920,,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL468920.png,7.86,Ki,=,13.8,nM,antagonist,A2BR,A2BR,1,CHEMBL976198,B,9,Homo sapiens,CHEMBL468920,CHEMBL255,A2BR,XHHVPDFARZOHCV-UHFFFAOYSA-N
CHEMBL469004,,N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccccc2)nc1N,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL469004.png,7.47,Ki,=,34,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL1000453,B,9,Homo sapiens,CHEMBL469004,CHEMBL226,A1R,IVNSNCNXTPPQFV-UHFFFAOYSA-N
CHEMBL469026,,CC(C)(C)OC(=O)N1CCN(c2cccc(-c3cc4nc(-c5ccco5)nn4c(N)n3)c2)CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL469026.png,9.3,Ki,=,0.5,nM,antagonist,A2AR,A2AR,1,CHEMBL967913,B,9,Homo sapiens,CHEMBL469026,CHEMBL251,A2AR,GKLYMUYQJHOIPF-UHFFFAOYSA-N
