parent_molecule_chembl_id,pref_name,smiles,structure_image_url,pchembl_value,standard_type,standard_relation,standard_value,standard_units,role,best_target,targets_hit,n_targets_hit,assay_chembl_id,assay_type,confidence_score,assay_organism,molecule_chembl_id,target_chembl_id,TAG,standard_inchi_key
CHEMBL100195,,CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL100195.png,7.48,Ki,=,32.9,nM,antagonist,A3R,A3R,1,CHEMBL641516,B,8,,CHEMBL100195,CHEMBL256,A3R,WGFSFQGWINXFDC-UHFFFAOYSA-N
CHEMBL100382,,O=C(CCc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL100382.png,7.63,Ki,=,23.6,nM,antagonist,A3R,A3R,1,CHEMBL641516,B,8,,CHEMBL100382,CHEMBL256,A3R,PMFILAFCPCLAGX-UHFFFAOYSA-N
CHEMBL100426,,CC(C(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12)(c1ccccc1)c1ccccc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL100426.png,6.71,Ki,=,194,nM,antagonist,A3R,A3R,1,CHEMBL641516,B,8,,CHEMBL100426,CHEMBL256,A3R,QESVVQLGDLITOU-UHFFFAOYSA-N
CHEMBL1016,CANDESARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1016.png,6.16,Ki,=,689.5,nM,antagonist,A3R,A3R,1,CHEMBL1909215,B,8,,CHEMBL1016,CHEMBL256,A3R,HTQMVQVXFRQIKW-UHFFFAOYSA-N
CHEMBL101818,,Oc1nc2ccccc2c2cc(-c3cccs3)nn12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL101818.png,7.4,Ki,=,40,nM,antagonist,A3R,A3R,1,CHEMBL2320338,B,9,Homo sapiens,CHEMBL101818,CHEMBL256,A3R,IUPHGQVUJQDIKN-UHFFFAOYSA-N
CHEMBL102116,,Nc1nc(N/N=C\C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102116.png,7.7,Ki,=,20,nM,antagonist,A2AR,A2AR,1,CHEMBL642078,B,8,,CHEMBL102116,CHEMBL251,A2AR,XJFMHMFFBSOEPR-PNHMZMSVSA-N
CHEMBL102429,,CN(C)c1ccc2c(O)cc(-c3ccccc3)nc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102429.png,9.2,Ki,=,0.631,nM,antagonist,A1R,A1R,1,CHEMBL920042,B,8,Bos taurus,CHEMBL102429,CHEMBL226,A1R,BEMRWFAUJDRLIY-UHFFFAOYSA-N
CHEMBL102753,,CCOc1ccc2c(=O)cc(-c3ccccc3)n(CC)c2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102753.png,6.03,Ki,=,930,nM,antagonist,A1R,A1R,1,CHEMBL643493,B,8,,CHEMBL102753,CHEMBL226,A1R,JKRWRMYTHHNAOF-UHFFFAOYSA-N
CHEMBL102859,,CCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CC)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102859.png,8.66,Ki,=,2.2,nM,antagonist,A1R,A1R;A2AR;A2BR,3,CHEMBL4416087,B,9,Homo sapiens,CHEMBL102859,CHEMBL226,A1R,ALAWEPCLEBECQL-UHFFFAOYSA-N
CHEMBL102974,,CCOc1ccc2c(OCC)cc(-c3ccccc3)nc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL102974.png,6.5,Ki,=,316.23,nM,antagonist,A1R,A1R,1,CHEMBL920042,B,8,Bos taurus,CHEMBL102974,CHEMBL226,A1R,NIZRNYKHWFUXOA-UHFFFAOYSA-N
CHEMBL103150,,CCCc1cc(O)c2ccc(C)nc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103150.png,7.3,Ki,=,50.12,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL920042,B,8,Bos taurus,CHEMBL103150,CHEMBL226,A1R,JAFFZYFREVCDTP-UHFFFAOYSA-N
CHEMBL103433,,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OCc2ccccc2)[C@@H]1C#Cc1ccccc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103433.png,6.12,Ki,=,750,nM,antagonist,A3R,A3R,1,CHEMBL646439,B,9,Homo sapiens,CHEMBL103433,CHEMBL256,A3R,BYCNZNACMLNDQF-XWGMSIGLSA-N
CHEMBL103559,,CCOc1cc(-c2ccccc2)nc2nc(Br)ccc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103559.png,7.3,Ki,=,50.12,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL920042,B,8,Bos taurus,CHEMBL103559,CHEMBL226,A1R,KLQJOMKIBCTFIK-UHFFFAOYSA-N
CHEMBL103588,,CCCc1cc(O)c2ccc(N)nc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL103588.png,6.7,Ki,=,199.53,nM,antagonist,A1R,A1R,1,CHEMBL920042,B,8,Bos taurus,CHEMBL103588,CHEMBL226,A1R,IFIXNQRPTOMZCQ-UHFFFAOYSA-N
CHEMBL104115,,c1ccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL104115.png,6.15,Ki,=,707,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL104115,CHEMBL256,A3R,WNXQEGFQSVSQOB-UHFFFAOYSA-N
CHEMBL104177,,Fc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL104177.png,6.81,Ki,=,155,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL104177,CHEMBL256,A3R,JDAANLOCFREMRX-UHFFFAOYSA-N
CHEMBL104178,,Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL104178.png,6.82,Ki,=,150,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL104178,CHEMBL256,A3R,NLQSUGLAMHEOIM-UHFFFAOYSA-N
CHEMBL104478,,Oc1nc2ccc(Cl)cc2c2cn(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL104478.png,7.36,Ki,=,44.1,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL104478,CHEMBL256,A3R,FPPNVIGLHYPKSL-UHFFFAOYSA-N
CHEMBL104999,,Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL104999.png,8.2,Ki,=,6.31,nM,antagonist,A1R,A1R;A2AR,2,CHEMBL920042,B,8,Bos taurus,CHEMBL104999,CHEMBL226,A1R,CZXAHGMAYCNGTM-UHFFFAOYSA-N
CHEMBL105000,,CSc1cc(-c2ccccc2)nc2nc(C)ccc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL105000.png,6.68,Ki,=,210,nM,antagonist,A2AR,A2AR,1,CHEMBL642332,B,8,,CHEMBL105000,CHEMBL251,A2AR,LCHWKAQCEAVIRN-UHFFFAOYSA-N
CHEMBL105100,,CCCn1c(=O)[nH]c(=O)c2[nH]c(C3CCCC3)nc21,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL105100.png,8.82,Kd,=,1.5,nM,antagonist,A1R,A1R,1,CHEMBL5112022,B,9,Homo sapiens,CHEMBL105100,CHEMBL226,A1R,CSJQHPSSYYSCPO-UHFFFAOYSA-N
CHEMBL105913,,COc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL105913.png,7.4,Ki,=,40,nM,antagonist,A1R,A1R;A3R,2,CHEMBL894342,B,9,Homo sapiens,CHEMBL105913,CHEMBL226,A1R,NHWOTOQPRYZNAV-UHFFFAOYSA-N
CHEMBL106040,,Cn1c(=O)c2nn(-c3ccccc3)cc2c2ccccc21,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106040.png,6.93,Ki,=,118,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL106040,CHEMBL256,A3R,BWHJBMVFOYHLHQ-UHFFFAOYSA-N
CHEMBL106346,,Cc1ccc(-n2cc3c(n2)c(N)nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106346.png,7.35,Ki,=,45,nM,antagonist,A1R,A1R;A2AR;A3R,3,CHEMBL894342,B,9,Homo sapiens,CHEMBL106346,CHEMBL226,A1R,XVEJYBYRDZTECS-UHFFFAOYSA-N
CHEMBL106520,,c1ccc(-n2cc3c(n2)c(NC2CCCC2)nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106520.png,7.22,Ki,=,60.5,nM,antagonist,A3R,A2AR;A3R,2,CHEMBL649053,B,8,,CHEMBL106520,CHEMBL256,A3R,GUVZSNZDGRSOLX-UHFFFAOYSA-N
CHEMBL106740,,Oc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106740.png,8.54,Ki,=,2.9,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL106740,CHEMBL256,A3R,AXFIIVHPUHXMCS-UHFFFAOYSA-N
CHEMBL106906,,Cc1ccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106906.png,6.94,Ki,=,115,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL106906,CHEMBL256,A3R,RBVLORZGYJPWJV-UHFFFAOYSA-N
CHEMBL106986,,c1ccc(CCNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL106986.png,7.48,Ki,=,32.9,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL106986,CHEMBL256,A3R,CYSDHZJPDQKSJB-UHFFFAOYSA-N
CHEMBL107116,,c1ccc(CNc2nc3ccccc3c3cn(-c4ccccc4)nc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107116.png,7.45,Ki,=,35.8,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL107116,CHEMBL256,A3R,FDAGQFXWOKXHTR-UHFFFAOYSA-N
CHEMBL107414,,Cc1cccc(-n2cc3c(n2)c(NC2CCCC2)nc2ccccc23)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107414.png,7.65,Ki,=,22.3,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL107414,CHEMBL256,A3R,IYHWVIKQMKGZOE-UHFFFAOYSA-N
CHEMBL107446,,Cc1cccc(-n2cc3c(n2)c(N)nc2ccccc23)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107446.png,7.68,Ki,=,21,nM,antagonist,A1R,A1R;A2AR;A3R,3,CHEMBL894342,B,9,Homo sapiens,CHEMBL107446,CHEMBL226,A1R,NJFGXLMDWIXVEW-UHFFFAOYSA-N
CHEMBL107499,,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107499.png,9.34,Kd,=,0.46,nM,antagonist,A1R,A1R,1,CHEMBL646660,B,8,Cricetulus griseus,CHEMBL107499,CHEMBL226,A1R,JDDRQMHCGUXFQL-UHFFFAOYSA-N
CHEMBL107571,,O=C(NCc1ccccc1)Nc1nc2ccccc2c2cn(-c3ccccc3)nc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107571.png,8.08,Ki,=,8.3,nM,antagonist,A3R,A3R,1,CHEMBL649053,B,8,,CHEMBL107571,CHEMBL256,A3R,PUVRTZHKXWQOCX-UHFFFAOYSA-N
CHEMBL107646,,CCCn1c(=O)c2nc(C3CC4CCC3C4)[nH]c2n(CCCCC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL107646.png,9.39,Kd,=,0.41,nM,antagonist,A1R,A1R,1,CHEMBL646660,B,8,Cricetulus griseus,CHEMBL107646,CHEMBL226,A1R,CUPRZGLGSKHKRQ-UHFFFAOYSA-N
CHEMBL1076503,,O=C(NC1CC1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1076503.png,6.59,IC50,=,256,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1076503,CHEMBL255,A2BR,DJXXCPVDTMEZQZ-UHFFFAOYSA-N
CHEMBL1076504,,CC(C)NC(=O)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1076504.png,6.51,IC50,=,309,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1076504,CHEMBL255,A2BR,CDUCLUZYLNLKKW-UHFFFAOYSA-N
CHEMBL1076562,,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1076562.png,7.55,Ki,=,28,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1076562,CHEMBL255,A2BR,VBLOVSRAUWMBNG-UHFFFAOYSA-N
CHEMBL1076563,,O=c1[nH]c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1076563.png,8.22,Ki,=,6,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1076563,CHEMBL255,A2BR,MKVQVZUHJKLKRR-UHFFFAOYSA-N
CHEMBL1076587,,O=C(Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1076587.png,8.7,Ki,=,2,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1076587,CHEMBL255,A2BR,XTKWYENKGIRGAI-UHFFFAOYSA-N
CHEMBL1077751,,Cc1ccc(C(=O)c2nc(N)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1077751.png,6.66,IC50,=,220,nM,antagonist,A2AR,A2AR;A2BR,2,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1077751,CHEMBL251,A2AR,JRJLWTFAGRPOQJ-UHFFFAOYSA-N
CHEMBL1077752,,CCNc1nc(C(=O)c2ccc(C)s2)c2sccc2n1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1077752.png,6.9,IC50,=,126,nM,antagonist,A2AR,A2AR,1,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1077752,CHEMBL251,A2AR,UORNNZUXPLLDIL-UHFFFAOYSA-N
CHEMBL1077902,,Cc1ccc(C(=O)c2nc(NCc3ccncn3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1077902.png,7.04,IC50,=,92,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1077902,CHEMBL255,A2BR,SFYCKRAOKBZQQD-UHFFFAOYSA-N
CHEMBL1077915,,Cc1ccc(C(=O)c2nc(NC(C)c3ccccn3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1077915.png,7.72,IC50,=,19,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1077915,CHEMBL255,A2BR,HCLCMAAQZWVUMV-UHFFFAOYSA-N
CHEMBL1077943,,CNc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1077943.png,8.85,IC50,=,1.4,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL3887221,F,8,Homo sapiens,CHEMBL1077943,CHEMBL255,A2BR,RMJSDWIAVCAAMH-UHFFFAOYSA-N
CHEMBL1078001,,Cc1ccc(C(=O)c2nc(NC(=O)c3cccnc3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078001.png,6.79,IC50,=,161,nM,antagonist,A2AR,A2AR;A2BR,2,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1078001,CHEMBL251,A2AR,RMNYIORRJFTYKB-UHFFFAOYSA-N
CHEMBL1078030,,O=C(c1nc(NCc2cccnc2)nc2ccsc12)N1CCCC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078030.png,6.72,IC50,=,189,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1078030,CHEMBL255,A2BR,FSGMCDGLBHIDGU-UHFFFAOYSA-N
CHEMBL1078085,,Cc1ccc(C(=O)c2nc(NCCc3ccccn3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078085.png,6.46,IC50,=,351,nM,antagonist,A2AR,A2AR;A2BR,2,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1078085,CHEMBL251,A2AR,WBCAKXYDAUCZDG-UHFFFAOYSA-N
CHEMBL1078086,,Cc1ccc(C(=O)c2nc(NCCc3cccnc3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078086.png,6.75,IC50,=,177,nM,antagonist,A2AR,A2AR;A2BR,2,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1078086,CHEMBL251,A2AR,MAZVDJYDWJAHPI-UHFFFAOYSA-N
CHEMBL1078347,,Cc1ccc(C(=O)c2nc(NC(C)c3ccccc3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078347.png,6.38,IC50,=,414,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1078347,CHEMBL255,A2BR,MLKMPNVJTQCFQV-UHFFFAOYSA-N
CHEMBL1078348,,Cc1ccc(C(=O)c2nc(NCc3ccccn3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078348.png,7.37,IC50,=,43,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1078348,CHEMBL255,A2BR,LOSMYLFZBAOMKI-UHFFFAOYSA-N
CHEMBL1078349,,Cc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1078349.png,7.26,IC50,=,55,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1078349,CHEMBL255,A2BR,KGXPCXWPSGPYLH-UHFFFAOYSA-N
CHEMBL1079043,,O=C(c1nccs1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079043.png,6.75,IC50,=,176,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079043,CHEMBL255,A2BR,PVAKPKDWHXQJJQ-UHFFFAOYSA-N
CHEMBL1079044,,O=C(c1cncs1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079044.png,6.83,IC50,=,148,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079044,CHEMBL255,A2BR,NTEJRTACMPAJDX-UHFFFAOYSA-N
CHEMBL1079115,,Cc1ccc(C(=O)c2nc(NC(C)c3cccnc3)nc3ccsc23)s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079115.png,7.77,IC50,=,17,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079115,CHEMBL255,A2BR,IRZLOJUOCLXRAI-UHFFFAOYSA-N
CHEMBL1079116,,O=C(c1ccc(Cl)s1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079116.png,6.31,IC50,=,487,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079116,CHEMBL255,A2BR,GOAWFLXHUPCGQK-UHFFFAOYSA-N
CHEMBL1079117,,Cc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)o1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079117.png,6.33,IC50,=,468,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079117,CHEMBL255,A2BR,VVZRKEKBQLITNW-UHFFFAOYSA-N
CHEMBL1079118,,O=C(c1cccs1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079118.png,7.75,IC50,=,18,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079118,CHEMBL255,A2BR,SOTGHKFMWIRWIT-UHFFFAOYSA-N
CHEMBL1079132,,O=C(c1ccsc1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079132.png,6.83,IC50,=,148,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079132,CHEMBL255,A2BR,LLJXSKZJJRYROS-UHFFFAOYSA-N
CHEMBL1079141,,O=C(c1ccccc1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079141.png,6.29,IC50,=,511,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079141,CHEMBL255,A2BR,NJLNJHCKQVRQDL-UHFFFAOYSA-N
CHEMBL1079142,,Cc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079142.png,6.67,IC50,=,215,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079142,CHEMBL255,A2BR,MARFDSQKYAEORK-UHFFFAOYSA-N
CHEMBL1079232,,COc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)cc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079232.png,6.2,IC50,=,637,nM,antagonist,A2AR,A2AR,1,CHEMBL1105840,F,9,Homo sapiens,CHEMBL1079232,CHEMBL251,A2AR,UGWBEJYDDMKSAG-UHFFFAOYSA-N
CHEMBL1079801,,N#Cc1ccc(NC(=O)C2CC2)nc1-c1ccco1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079801.png,7.92,Ki,=,12,nM,antagonist,A2AR,A1R;A2AR;A2BR;A3R,4,CHEMBL1102042,B,9,Homo sapiens,CHEMBL1079801,CHEMBL251,A2AR,RWRIELQWXMXMNH-UHFFFAOYSA-N
CHEMBL1079803,,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079803.png,8.3,Ki,=,5,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1079803,CHEMBL255,A2BR,NAEQLYJGLPELMV-UHFFFAOYSA-N
CHEMBL1079804,,O=C(Nc1ccc(-c2ccncc2F)c(-c2ccco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079804.png,9,Ki,=,1,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1079804,CHEMBL255,A2BR,MZFJZVHTYGETAH-UHFFFAOYSA-N
CHEMBL1079894,,C[C@H](Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccnc1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1079894.png,7.75,IC50,=,18,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1079894,CHEMBL255,A2BR,YSTPWPWIXDYZLT-LBPRGKRZSA-N
CHEMBL1080067,,O=C(c1ccncc1)c1nc(NCc2cccnc2)nc2ccsc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080067.png,6.06,IC50,=,869,nM,antagonist,A2BR,A2BR,1,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1080067,CHEMBL255,A2BR,QDJKCEZMCNAFSC-UHFFFAOYSA-N
CHEMBL1080068,,O=C(c1cccs1)c1nc(NCc2cccnc2)nc2cc(Cl)sc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080068.png,7.8,IC50,=,16,nM,antagonist,A2BR,A2AR;A2BR,2,CHEMBL1105839,F,9,Homo sapiens,CHEMBL1080068,CHEMBL255,A2BR,HWFLOIWTEDBAFA-UHFFFAOYSA-N
CHEMBL1080241,,Nc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080241.png,8.15,IC50,=,7.1,nM,antagonist,A2BR,A2BR;A3R,2,CHEMBL3887221,F,8,Homo sapiens,CHEMBL1080241,CHEMBL255,A2BR,TWNISLQLWKPWDI-UHFFFAOYSA-N
CHEMBL1080327,,c1coc(-c2nc3[nH]cnc3cc2-c2ccncn2)c1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080327.png,7.68,Ki,=,21,nM,antagonist,A2BR,A1R;A2BR,2,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1080327,CHEMBL255,A2BR,NDRMSISLKTZBKD-UHFFFAOYSA-N
CHEMBL1080421,,CCNc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080421.png,8.17,IC50,=,6.7,nM,antagonist,A2BR,A1R;A2AR;A2BR;A3R,4,CHEMBL3887221,F,8,Homo sapiens,CHEMBL1080421,CHEMBL255,A2BR,GQSJGNQPKLGYJZ-UHFFFAOYSA-N
CHEMBL1080497,,O=c1[nH][nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080497.png,8.52,Ki,=,3,nM,antagonist,A2BR,A1R;A2AR;A2BR,3,CHEMBL1100686,B,9,Homo sapiens,CHEMBL1080497,CHEMBL255,A2BR,ODIWALRZUVNYHC-UHFFFAOYSA-N
CHEMBL1080500,,O=C(Nc1ccc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1080500.png,7.5,Ki,=,32,nM,antagonist,A2BR,A1R;A2BR,2,CHEMBL1102041,B,9,Homo sapiens,CHEMBL1080500,CHEMBL255,A2BR,PFPDRUASIFTMIX-UHFFFAOYSA-N
